Detailed Statistics Arrivals  
Destination Airport: Las Vegas, NV: Harry Reid International (LAS)
Airline: Southwest Airlines Co. (WN)
Month(s): April
Day(s): 5
Year(s): 2022

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Arrival Delay (Minutes)
"WN","04/05/2022","1371","N230WN","DEN","23:15","00:47","92"
"WN","04/05/2022","1402","N457WN","SAN","22:10","23:00","50"
"WN","04/05/2022","1404","N453WN","SMF","09:30","09:17","-13"
"WN","04/05/2022","1410","N7713A","SJC","21:55","21:57","2"
"WN","04/05/2022","1507","N274WN","ORD","16:45","17:11","26"
"WN","04/05/2022","1508","N203WN","SMF","22:40","22:38","-2"
"WN","04/05/2022","1520","N569WN","SLC","17:40","18:39","59"
"WN","04/05/2022","1622","N265WN","BUR","20:10","20:16","6"
"WN","04/05/2022","1656","N966WN","RNO","21:00","21:29","29"
"WN","04/05/2022","1659","N8664J","COS","19:15","19:59","44"
"WN","04/05/2022","1661","N8573Z","MDW","09:45","09:47","2"
"WN","04/05/2022","1662","N8573Z","PHX","17:05","17:09","4"
"WN","04/05/2022","1663","N230WN","SFO","06:55","06:44","-11"
"WN","04/05/2022","1665","N8699A","RNO","12:25","12:19","-6"
"WN","04/05/2022","1670","N8699A","SEA","23:35","23:38","3"
"WN","04/05/2022","1687","N8558Z","DAL","07:05","06:55","-10"
"WN","04/05/2022","1698","N7857B","FAT","17:25","19:07","102"
"WN","04/05/2022","1713","N8514F","STL","16:15","17:43","88"
"WN","04/05/2022","1726","N250WN","BWI","15:40","16:24","44"
"WN","04/05/2022","1809","N459WN","BNA","16:00","16:19","19"
"WN","04/05/2022","1812","N755SA","IND","09:55","09:50","-5"
"WN","04/05/2022","1827","N7860A","RNO","16:35","16:30","-5"
"WN","04/05/2022","1838","N8526W","SAN","14:00","13:52","-8"
"WN","04/05/2022","1840","N8526W","LAX","20:00","19:46","-14"
"WN","04/05/2022","1854","N8327A","OAK","13:50","13:43","-7"
"WN","04/05/2022","1909","N957WN","SJC","22:40","00:00","0"
"WN","04/05/2022","1927","N451WN","SNA","10:35","10:30","-5"
"WN","04/05/2022","1947","N8555Z","ONT","07:35","07:26","-9"
"WN","04/05/2022","1970","N962WN","DEN","09:25","09:15","-10"
"WN","04/05/2022","1993","N946WN","SEA","17:55","17:33","-22"
"WN","04/05/2022","1998","N485WN","RNO","10:50","10:36","-14"
"WN","04/05/2022","2025","N8575Z","BUR","11:05","10:57","-8"
"WN","04/05/2022","2041","N8710M","PHX","06:35","06:32","-3"
"WN","04/05/2022","2044","N8710M","SJC","17:40","17:41","1"
"WN","04/05/2022","2048","N8661A","SMF","20:45","20:42","-3"
"WN","04/05/2022","2066","N8673F","OMA","19:00","19:10","10"
"WN","04/05/2022","2076","N785SW","OAK","15:45","15:42","-3"
"WN","04/05/2022","2117","N8631A","HOU","23:40","01:14","94"
"WN","04/05/2022","2150","N405WN","DAL","18:10","18:24","14"
"WN","04/05/2022","2166","N8537Z","SLC","20:55","22:01","66"
"WN","04/05/2022","2167","N213WN","RNO","07:00","06:53","-7"
"WN","04/05/2022","2196","N7876A","SAN","07:55","07:39","-16"
"WN","04/05/2022","2200","N8724J","SAN","08:40","08:38","-2"
"WN","04/05/2022","2211","N8736J","LGB","21:50","21:51","1"
"WN","04/05/2022","2256","N7857B","SFO","13:40","14:50","70"
"WN","04/05/2022","2303","N8712L","LAX","17:30","17:53","23"
"WN","04/05/2022","2305","N8660A","OAK","22:15","22:04","-11"
"WN","04/05/2022","2356","N437WN","BUR","09:15","09:16","1"
"WN","04/05/2022","2358","N437WN","FAT","12:55","12:39","-16"
"WN","04/05/2022","2359","N446WN","MCI","21:35","21:45","10"
"WN","04/05/2022","2368","N8584Z","SMF","07:35","07:57","22"
"WN","04/05/2022","2375","N444WN","SFO","19:00","19:43","43"
"WN","04/05/2022","2389","N8577Z","PHX","15:05","14:58","-7"
"WN","04/05/2022","2394","N216WR","BLI","15:55","15:44","-11"
"WN","04/05/2022","2401","N757LV","SAN","19:40","20:10","30"
"WN","04/05/2022","2455","N8629A","PHX","10:40","10:43","3"
"WN","04/05/2022","2486","N8661A","RNO","14:30","14:19","-11"
"WN","04/05/2022","2502","N8812Q","OKC","13:25","13:32","7"
"WN","04/05/2022","2507","N202WN","SMF","23:50","00:19","29"
"WN","04/05/2022","2511","N730SW","OAK","00:05","23:35","-30"
"WN","04/05/2022","2523","N446WN","TUS","06:40","06:28","-12"
"WN","04/05/2022","2524","N446WN","OAK","12:20","12:21","1"
"WN","04/05/2022","2533","N490WN","BUR","12:30","12:29","-1"
"WN","04/05/2022","2559","N953WN","OAK","06:55","00:00","0"
"WN","04/05/2022","2566","N8749Q","SJC","10:00","09:44","-16"
"WN","04/05/2022","2571","N968WN","LAX","21:20","21:04","-16"
"WN","04/05/2022","2572","N461WN","MDW","08:55","08:56","1"
"WN","04/05/2022","2582","N496WN","SBA","06:40","06:32","-8"
"WN","04/05/2022","2597","N8614M","DEN","14:15","14:27","12"
"WN","04/05/2022","2602","N752SW","BUR","10:10","09:55","-15"
"WN","04/05/2022","2618","N8750Q","BWI","23:20","00:50","90"
"WN","04/05/2022","2622","N7822A","BOI","06:40","06:34","-6"
"WN","04/05/2022","2633","N7888A","SLC","06:00","05:59","-1"
"WN","04/05/2022","2635","N8559Q","STL","07:10","07:11","1"
"WN","04/05/2022","2642","N8726H","LAX","22:35","22:25","-10"
"WN","04/05/2022","2651","N451WN","GEG","18:10","18:33","23"
"WN","04/05/2022","2659","N7813P","DAL","13:10","13:09","-1"
"WN","04/05/2022","2667","N7848A","SAN","10:05","10:25","20"
"WN","04/05/2022","2675","N8718Q","OGG","15:50","16:53","63"
"WN","04/05/2022","2683","N8316H","BWI","08:50","08:54","4"
"WN","04/05/2022","2687","N221WN","MDW","13:35","14:02","27"
"WN","04/05/2022","2689","N566WN","AUS","19:20","19:59","39"
"WN","04/05/2022","2694","N8326F","LAX","13:35","13:32","-3"
"WN","04/05/2022","2711","N731SA","LGB","11:25","11:10","-15"
"WN","04/05/2022","2721","N717SA","LGB","19:15","18:57","-18"
"WN","04/05/2022","2728","N570WN","DAL","08:40","08:33","-7"
"WN","04/05/2022","2729","N945WN","MKE","11:00","10:59","-1"
"WN","04/05/2022","2745","N287WN","IND","18:20","18:34","14"
"WN","04/05/2022","2768","N7737E","SAT","06:15","06:08","-7"
"WN","04/05/2022","2802","N7884G","AUS","07:40","07:30","-10"
"WN","04/05/2022","3325","N8751R","KOA","16:10","15:56","-14"
"WN","04/05/2022","3562","N8327A","OAK","09:10","09:02","-8"
"WN","04/05/2022","3686","N7845A","BZN","18:45","18:51","6"
"WN","04/05/2022","4026","N967WN","SNA","09:15","09:58","43"
"WN","04/05/2022","4049","N925WN","SMF","19:55","20:20","25"
"WN","04/05/2022","4125","N8302F","SJC","20:20","22:33","133"
"WN","04/05/2022","4358","N8718Q","OAK","21:10","21:29","19"
"WN","04/05/2022","4557","N445WN","GEG","08:15","08:08","-7"
"WN","04/05/2022","4572","N8748Q","SAN","15:25","15:15","-10"
"WN","04/05/2022","4783","N7816B","FAT","07:40","07:27","-13"
"WN","04/05/2022","6517","N7851A","PIT","15:35","16:11","36"
"WN","04/05/2022","6615","N8608N","MKE","22:40","22:44","4"

 SOURCE: Bureau of Transportation Statistics
